Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,yaw_deg,pitch_deg,roll_deg,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,cumulative_displacement
0.03926,-0.07,0.02,0.3,0.01,-0.01,0.01,-2.55,0.6,-2.65,0.14616992488709774,0.41005117248360634,0.02301737556197455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.106466,1.03,0.09,0.17,-0.02,-0.03,-0.02,-115.95,-277.05,83.45,0.13034418549607982,-0.9880943869038665,-0.0985029750778921,0.10934742470873329,0.009352764374465304,0.020009324338818683,0.005820891459519999,0.0004978757059459116,0.001065156362528335,0.005938452296576828
0.112658,-1.02,0.79,0.37,-0.0,-0.04,0.05,-539.85,-838.95,237.8,0.9138833117244565,-0.22576777344858937,0.2153463119101065,-0.006063815499718114,0.09724327738182179,0.06265386498589845,0.005817862423134615,0.006004448436089896,0.00465633479147199,0.012512561735575925
0.115535,0.85,0.51,1.07,0.0,-0.05,-0.03,-906.75,-1260.15,325.7,1.583950839202811,-1.6958060903021797,0.000294266117400044,0.08839246872962003,0.15272697112029077,0.19070914764698108,0.004755920475458359,0.014440156330345786,0.014636147832269866,0.025623074948517857
0.107893,-0.75,0.21,0.29,-0.0,-0.01,-0.02,-1058.85,-1449.45,360.95,1.904459429450072,-0.5591215641031098,-0.13128527039975818,0.007213781986892376,0.17451822717712503,0.22194264293034438,0.005157622604278337,0.017653733089951544,0.022261119820379687,0.03390731528844258
0.113505,1.61,-1.12,0.24,-0.04,0.0,0.01,-1165.8,-1594.2,382.7,0.8960628741223735,-1.6255949452050988,-0.04959546341727087,0.189056530887412,0.04682470728055391,0.2523663692772116,0.01113883093139896,0.012561764887809421,0.02691822221530932,0.04303921519705431
0.108113,-1.2,0.82,0.47,0.06,-0.03,-0.04,-1255.2,-1727.1,402.65,1.9624184959252795,-0.7757376036637444,-0.3119886828764201,0.05907908493552444,0.13439438208554974,0.30442410432858624,0.013413342916732565,0.009796069704318781,0.03009814423647181,0.047828200337988
0.113613,0.9,0.91,0.6,0.03,-0.0,0.07,-1319.1,-1841.7,417.2,3.066535903670791,-1.7164905401137804,0.12182577029968707,0.1588682770333479,0.2341998954721799,0.38105490192285496,0.012380826817684747,0.020938550828083168,0.0389396631686225,0.06208980726413127
0.108008,1.34,-1.98,1.05,0.08,-0.07,0.16,-1374.6,-1982.1,429.05,2.4820553676178894,-2.8676874554468856,1.1254455417389406,0.30247871894888145,0.018412459733105596,0.49220610683923927,0.024914583171024317,0.01364207763050624,0.04715958751718814,0.07876016196173687
0.109225,0.9,-1.06,-0.72,0.21,-0.08,0.15,-1396.65,-2063.4,433.85,2.8128960090353936,-4.254545003575007,2.085650810316584,0.41075804099066315,-0.08949804775120257,0.41550201617158844,0.03895164255219838,-0.0038821616756383208,0.04957220986792883,0.10134242814422888
